,,
group,word,fix_time
P1,Wyzwolenie,0.78208252098646669
P1,Drewno,1.3844687544442704
P1,Drewno,0.5092306688051953
P1,Drewno,0.65102231800173327
P1,Drewno,0.94932383848034252
P1,Drewno,0.59743101145586119
P1,Zrelaksowanie,1.4338768366798353
P1,Drewno,0.93552764271877975
P1,Drewno,1.4403430109966922
P1,Drewno,1.0620187950814652
Neutr2,Tworzenie,0.82702339011522497
Neutr2,Drewno,1.1302156644027923
Neutr2,Integrowanie,1.3899563749522232
Neutr2,Drewno,0.83269065855554869
Neutr2,Drewno,0.71718773263179958
Neutr2,Drewno,1.4858121834664701
Neutr2,Drewno,1.0718146241746305
Neutr2,Drewno,0.75855518232452024
Neutr2,Programowanie,0.99543982311320245
Neutr2,Drewno,1.3416963505753412
Neutr2,Drewno,1.2708675437760428
Neutr2,Drewno,1.468920178622513
Neutr2,Myślenie,0.7280034512718252
Neutr2,Drewno,1.0983424094360443
Neutr2,Drewno,1.0592905979403666
Neutr2,Drewno,0.92470185415053296
Neutr2,Obliczanie,1.2171759605884835
Neutr2,Drewno,1.130881910451262
Neutr2,Wdrażanie,0.97323548343829114
Neutr2,Drewno,0.67579916210254931
Neutr2,Drewno,0.70671274797932637
Neutr2,Milczenie,0.90184479262911543
Neutr2,Drewno,1.2506152657733105
Neutr2,Drewno,0.77356124782629032
Neutr2,Drewno,0.94067853741263319
Neutr2,Drewno,1.2983753064356376
Neutr2,Drewno,0.88845733768580715
Neutr2,Drewno,0.64698425986024177
Neutr2,Przekształcanie,1.0719944974980948
Neutr2,Drewno,1.3187953296435915
Neutr2,Drewno,1.0498814561741963
Neutr2,Drewno,0.63428773400730765
Neutr2,Przekonywanie,0.8296363787549943
Neutr2,Drewno,0.88328740601289635
Neutr2,Drewno,1.1388950503366675
Neutr2,Drewno,1.1019646543458044
Neutr2,Drewno,1.4760234674302377
Neutr2,Drewno,1.3751600812913063
Neutr2,Udowadnianie,1.1604062296844182
Neutr2,Drewno,1.2515889564393126
Neutr2,Drewno,0.53089972129894691
Neutr2,Logowanie,1.2903817347265094
Neutr2,Drewno,0.8182597478686443
Neutr2,Ogłaszanie,0.72696177759595215
Neutr2,Drewno,1.3510263156489453
Neutr2,Drewno,0.56089513348147912
Neutr2,Drewno,0.59927517057275215
Neutr1,Pływanie,0.86647327006696018
Neutr1,Drewno,1.0108390968264369
Neutr1,Drewno,1.0998201924352016
Neutr1,Drewno,0.56605913117069717
Neutr1,Skakanie,1.1941596088364634
Neutr1,Drewno,1.4159812187863068
Neutr1,Drewno,0.91843250524965914
Neutr1,Drewno,1.0415978036040032
Neutr1,Wiosłowanie,0.59537318136059536
Neutr1,Drewno,0.89594988858647451
Neutr1,Drewno,1.0596981828682361
Neutr1,Drewno,1.0449805815021396
Neutr1,Drewno,1.0172935284752449
Neutr1,Gotowanie,1.2107905649072825
Neutr1,Drewno,1.3295483604261387
Neutr1,Drewno,0.87428241046595345
Neutr1,Drewno,1.2873587104784483
Neutr1,Drewno,0.52261905909504347
Neutr1,Drewno,0.62609026141912361
Neutr1,Drewno,1.4127146892382449
Neutr1,Jeżdżenie,1.1099496480327184
Neutr1,Drewno,1.460385610871421
Neutr1,Drewno,1.1327331889982601
Neutr1,Drewno,0.58058150190470881
Neutr1,Bieganie,1.2699626672819861
Neutr1,Drewno,0.78127680670962696
Neutr1,Drewno,1.3088852541294616
Neutr1,Drewno,1.0988017041057716
Neutr1,Drewno,0.73850064261034798
Neutr1,Drewno,1.2314796335433198
Neutr1,Żeglowanie,1.0400748248210709
Neutr1,Drewno,0.63204430806229661
Neutr1,Drewno,1.0196612780325622
Neutr1,Drewno,1.3970062114164246
Neutr1,Nurkowanie,0.73017194277519037
Neutr1,Drewno,1.2036656634380654
Neutr1,Drewno,1.0605341699723869
Neutr1,Drewno,1.3172189556056697
Neutr1,Tańczenie,1.0880441508253447
Neutr1,Drewno,0.53111987440740427
Neutr1,Drewno,1.0984584796811272
Neutr1,Maszerowanie,0.89542258104254524
Neutr1,Drewno,1.0263932905358746
Neutr1,Drewno,0.54961062963796659
Neutr1,Pieczenie,0.6463474927614854
Neutr1,Drewno,1.2462643771914275
Neutr1,Drewno,0.63518193582803073
Neutr1,Chodzenie,1.4114882635332964
Neutr1,Drewno,1.3682461672362431
Neutr1,Drewno,0.53278614914881628
Neutr1,Drewno,1.3495252809106184
Neutr1,Drewno,1.2925105385489721
Neutr1,Drewno,0.61754342197898315
Neutr1,Drewno,0.96367759577359757
Neutr1,Gotowanie,1.2872194751237291
Neutr1,Drewno,1.0605795855853835
Neutr1,Drewno,0.8287539510583104
Neutr1,Drewno,1.2309304591490697
Neutr1,Drewno,0.81544235548894206
Neutr1,Drewno,0.65295374508152704
Neutr1,Drewno,0.99618816300904378
Neutr1,Maszerowanie,0.74761326063600642
Neutr1,Drewno,1.106046484442011
Neutr1,Drewno,1.2995039120899474
Neutr1,Drewno,0.76634506671363833
Neutr1,Nurkowanie,0.56147126221376209
Neutr1,Drewno,0.89597612129589821
Neutr1,Drewno,0.70832414070620509
Neutr1,Drewno,1.4378914343307529
Neutr1,Jeżdżenie,1.2996295765072909
Neutr1,Drewno,1.4943452481820807
Neutr1,Drewno,1.4128696495801387
Neutr1,Żeglowanie,1.2900386132946509
Neutr1,Drewno,1.4529082122347665
Neutr1,Drewno,1.0553228974138706
Neutr1,Drewno,0.59275143232099092
Neutr1,Drewno,0.67094465188021923
Neutr1,Chodzenie,0.55766296581719588
Neutr1,Drewno,0.52529305762427392
Neutr1,Drewno,1.3841979856401361
Neutr1,Drewno,1.4595442188784364
Neutr1,Drewno,0.93056210345167378
Neutr1,Drewno,0.99530841368547396
Neutr1,Skakanie,0.94867413383029586
Neutr1,Drewno,0.89477952064787813
Neutr1,Drewno,0.55521468071326829
Neutr1,Drewno,1.4823160517227545
Neutr1,Drewno,1.0878541110101709
Neutr1,Drewno,1.3242797631597294
Neutr1,Drewno,1.3697200879688047
Neutr1,Bieganie,0.77148645033891494
Neutr1,Drewno,1.3304616303343115
Neutr1,Drewno,0.68719924767937912
Neutr1,Drewno,0.81557883167663803
Neutr1,Drewno,1.0381424445447469
Neutr1,Drewno,1.0606281196221337
Neutr1,Wiosłowanie,1.3813302315000224
Neutr1,Drewno,1.3263131058237787
Neutr1,Drewno,1.0229862425679335
Neutr1,Drewno,1.4506877143808476
Neutr1,Tańczenie,1.0675349539232573
Neutr1,Drewno,1.2877606048506314
Neutr1,Drewno,0.98642873452342728
Neutr1,Drewno,1.2690647321794002
Neutr1,Pieczenie,0.87531516668790721
Neutr1,Drewno,0.86275484872165054
Neutr1,Drewno,1.4540340328371462
Neutr1,Pływanie,0.58362765093001812
Neutr1,Drewno,1.1340283593656779
Neutr1,Drewno,0.65626795007898808
N1,Panika,1.2446062603395898
N1,Drewno,1.1645652710340944
N1,Drewno,1.4783223530023404
N1,Zagrożenie,0.87621632146664163
N1,Drewno,0.56881234582847329
N1,Drewno,0.64627930945543766
N1,Załamanie,1.3627052603803673
N1,Drewno,1.0117762246404101
N1,Drewno,0.6897164311657793
N1,Drewno,1.0738124632726018
N1,Drewno,1.164483146576337
N1,Drewno,1.1248571930428071
N1,Drewno,1.2533674465632949
N1,Zakażenie,0.54117165990088234
N1,Drewno,1.3182909133537355
N1,Drewno,0.83513010544271193
N1,Cierpienie,0.7320421542189689
N1,Drewno,0.53989477771290773
N1,Drewno,1.409908512506213
N1,Drewno,1.4691149114898114
N1,Drewno,1.0871262311384391
N1,Drewno,1.2081810368892443
N1,Zniewolenie,1.4454480569050969
N1,Drewno,1.3367452023653261
N1,Drewno,1.1618252118472567
N1,Choroba,0.82728131981655817
N1,Drewno,1.0513514281000247
N1,Drewno,0.80321943923885419
N1,Drewno,0.95875130397901187
N1,Drewno,1.0080731491284216
N1,Śmierć,1.3345233631471463
N1,Drewno,0.60373506844050651
N1,Drewno,1.0316231103675748
N1,Drewno,0.60208066745110678
N1,Drewno,1.0314160405951422
N1,Drewno,0.61627863726328558
N1,Drewno,1.2732022450815577
N1,Przemoc,0.79963715350886655
N1,Drewno,0.97930993709008007
N1,Drewno,0.51407200685942589
N1,Drewno,0.57339388750142173
N1,Drewno,0.65425911787599633
N1,Przerażenie,1.4617284336278469
N1,Drewno,1.0733256611423485
N1,Drewno,0.73777982100438344
N1,Frustracja,1.4316479686979122
N1,Drewno,0.80740075662033994
N1,Drewno,1.2425148505394796
N1,Drewno,1.473562967074515
N1,Drewno,0.67426726822950345
N1,Bezradność,0.72847626468201576
N1,Drewno,1.0467498352454685
N1,Drewno,1.4801689837640595
N1,Drewno,1.058854162724802
N1,Drewno,0.83596500645001193
N1,Drewno,1.2244926378384258
N3,Zgrzeszenie,1.4324085947911509
N3,Drewno,1.0858382214378994
N3,Drewno,0.9227315810705029
N3,Drewno,1.4887797194694725
N3,Drewno,0.66217838983633881
N3,Drewno,0.9017194026280887
N3,Zawiedzenie,1.3562030751617926
N3,Drewno,0.90990148206217059
N3,Drewno,1.4349591540759772
N3,Drewno,0.84176363568458912
N3,Drewno,0.85233834709776524
N3,Drewno,1.2951522523042218
N3,Wstyd,0.64648578612145779
N3,Drewno,1.16089837505241
N3,Drewno,0.72304062601293362
N3,Kompromitacja,1.4964875456405733
N3,Drewno,0.70080589288952166
N3,Drewno,1.3576755065689072
N3,Drewno,1.2525534821620432
N3,Drewno,1.1687416919032443
N3,Drewno,1.1873053037877945
N3,Obojętność,1.1178573462894523
N3,Drewno,1.2523992488412881
N3,Drewno,1.1285345593120555
N3,Drewno,0.89398104447569993
N3,Drewno,1.1687751301924589
N3,Drewno,0.83779874394901954
N3,Drewno,1.1596187045072084
N3,Egoizm,0.66614624446426196
N3,Drewno,0.72352673034858306
N3,Drewno,1.3646215613192409
N3,Drewno,1.2174806431894338
N3,Drewno,1.2196362358101269
N3,Drewno,0.76521101847428186
N3,Drewno,0.66189534717782772
N3,Niesłowność,0.90786613377563186
N3,Drewno,0.57087473239613595
N3,Drewno,1.2312911087782208
N3,Drewno,0.95601891428923846
N3,Hańba,1.4017719947913934
N3,Drewno,0.98116615771738946
N3,Drewno,1.1130604016074379
N3,Tchórzostwo,0.77800586771009883
N3,Drewno,0.82497511312335636
N3,Drewno,1.1920387715864726
N3,Drewno,0.53801876751682631
N3,Drewno,0.96706488064795393
N3,Drewno,1.102180520290208
N3,Drewno,0.98837776913110853
N3,Nieczułość,1.1974296858520104
N3,Drewno,0.54975337627991383
N3,Drewno,1.4807055714636992
N3,Drewno,0.98913625659893745
N3,Drewno,0.99139844807417943
N3,Drewno,0.64166868880063133
N3,Drewno,1.3238253697377527
N3,Zażenowanie,1.3675765649760132
N3,Drewno,0.58993374127538578
N3,Drewno,1.4530996706633919
N3,Drewno,1.2801690628783144
N3,Drewno,1.3975231512604229
N3,Zawstydzenie,1.0001610765136166
N3,Drewno,0.97610428341859679
N3,Drewno,1.2207131816247609
P1,Wypoczynek,1.1582985707477091
P1,Drewno,0.90804748966137594
P1,Drewno,1.3714151244310755
P1,Wyzwolenie,1.1603998991496602
P1,Drewno,0.91064592326515514
P1,Drewno,1.4858276859205368
P1,Oczyszczenie,1.0063235528301062
P1,Drewno,0.5467919442623479
P1,Drewno,1.1740923788682323
P1,Drewno,0.56960510129557629
P1,Drewno,1.4723463009254734
P1,Drewno,0.74007542204687093
P1,Drewno,0.73913885648089284
P1,Zrelaksowanie,0.78710663438997219
P1,Drewno,1.457311232862605
P1,Drewno,0.77557659138539092
P1,Uratowanie,0.94924842296098033
P1,Drewno,1.3085461103321745
P1,Drewno,1.474912062525167
P1,Drewno,1.308264919082474
P1,Uwolnienie,0.5935054925034311
P1,Drewno,0.95664223776900026
P1,Drewno,1.0925675622192035
P1,Drewno,0.5032871352910635
P1,Odprężenie,0.97475970025371395
P1,Drewno,0.79295328528660725
P1,Drewno,1.4134411689636461
P1,Drewno,0.56141675112199541
P1,Drewno,0.59693753907054636
P1,Ukojenie,1.4869979903465618
P1,Drewno,1.3300084404827086
P1,Drewno,1.0020451879336802
P1,Drewno,0.66685920291382139
P1,Wyzdrowienie,1.0393437501332321
P1,Drewno,1.2384220661602234
P1,Drewno,1.3144117588493813
P1,Drewno,1.3052685083916145
P1,Drewno,1.1980932852102866
P1,Drewno,0.9583464936779813
P1,Odzyskanie,0.84161213790969513
P1,Drewno,0.66334360995903741
P1,Drewno,0.59845869255424766
P1,Drewno,1.2177219509747874
P1,Drewno,1.0004200784446802
P1,Drewno,0.6264833430947343
P1,Ulga,1.2696470609287993
P1,Drewno,1.4491291878752455
P1,Drewno,0.81597975640202169
P1,Drewno,0.73125177539596908
P1,Drewno,0.70124042796798447
P1,Drewno,1.4556028539992978
P1,Drewno,1.2527221485837994
P1,Uspokojenie,1.3232488414064378
P1,Drewno,0.85477832116563446
P1,Drewno,1.3411000125823955
P1,Drewno,0.66757787219374742
P1,Drewno,1.109759935386764
Neutr2,Integrowanie,0.95368769600940151
Neutr2,Drewno,1.3726169806646615
Neutr2,Logowanie,0.97931008270490805
Neutr2,Drewno,0.77750365233088414
Neutr2,Wdrażanie,1.4400193810105471
Neutr2,Drewno,0.80853476019193737
Neutr2,Drewno,0.97360252354538546
Neutr2,Drewno,0.92521427933517064
Neutr2,Drewno,0.86949374982302119
Neutr2,Drewno,1.1641092648943316
Neutr2,Przekształcanie,0.60365064318166395
Neutr2,Drewno,1.4221078144002068
Neutr2,Drewno,0.81841062426581346
Neutr2,Drewno,0.96589282956327382
Neutr2,Drewno,1.1363284222076575
Neutr2,Drewno,0.8517157738984642
Neutr2,Drewno,1.1401562980959283
Neutr2,Milczenie,1.2702500553548797
Neutr2,Drewno,0.80171289657178857
Neutr2,Drewno,0.60297549199042599
Neutr2,Drewno,1.0651064736022979
Neutr2,Drewno,0.84588148184168854
Neutr2,Ogłaszanie,1.0695568011335586
Neutr2,Drewno,1.1217571998340432
Neutr2,Drewno,1.3160411677964092
Neutr2,Drewno,0.58697565544780539
Neutr2,Drewno,1.16291604991886
Neutr2,Obliczanie,0.83412504442350788
Neutr2,Drewno,1.4875807829540404
Neutr2,Drewno,1.0210063519915633
Neutr2,Drewno,1.0538918352174749
Neutr2,Drewno,0.90521000783800887
Neutr2,Programowanie,0.57232689268456138
Neutr2,Drewno,1.0168478166630639
Neutr2,Udowadnianie,0.82728213135515638
Neutr2,Drewno,1.4016198798225825
Neutr2,Drewno,1.0835913155761911
Neutr2,Myślenie,0.94962108067249495
Neutr2,Drewno,0.72076057787268077
Neutr2,Drewno,1.3179164703687478
Neutr2,Drewno,1.4919525453244731
Neutr2,Drewno,1.0865572095372682
Neutr2,Drewno,1.4566985246100019
Neutr2,Przekonywanie,0.71526698902655828
Neutr2,Drewno,0.73384347593601706
Neutr2,Drewno,0.5114108398542877
Neutr2,Drewno,0.67178506122767856
Neutr2,Drewno,1.1731564175018434
Neutr2,Tworzenie,0.87825942193415474
Neutr2,Drewno,1.0487879676761329
Neutr2,Drewno,0.74293710060484108
Neutr2,Drewno,1.2100645986176901
P3,Człowieczeństwo,0.82572702994772451
P3,Drewno,0.9409945128997026
P3,Drewno,0.77476939479793472
P3,Drewno,1.1119128019249804
P3,Drewno,0.66039367386908887
P3,Drewno,1.4277182048643446
P3,Drewno,1.0713535339734439
P3,Systematyczność,0.80488681706332232
P3,Drewno,0.96238183312718828
P3,Drewno,1.255806780273877
P3,Drewno,0.65025037169941402
P3,Drewno,1.066273230239789
P3,Drewno,0.91729924638419058
P3,Drewno,0.59553564955660676
P3,Honor,1.2365393408025893
P3,Drewno,0.9779090841309086
P3,Drewno,1.0170277913641335
P3,Drewno,1.2744160016210311
P3,Drewno,0.6308088138176845
P3,Drewno,1.0434239144706308
P3,Obowiązkowość,0.67232177027489892
P3,Drewno,1.1025139473682168
P3,Drewno,0.64501156472298704
P3,Drewno,0.95729015350078472
P3,Drewno,1.4250278571086432
P3,Sumienność,0.65258194023458871
P3,Drewno,1.1827880041375143
P3,Drewno,1.1589325693300632
P3,Godność,1.0849649961686623
P3,Drewno,1.4813060504856994
P3,Drewno,0.65913750741287114
P3,Drewno,1.0506266283182808
P3,Drewno,0.53620809434869376
P3,Satysfakcja,1.1870089930185954
P3,Drewno,1.1386257464483096
P3,Drewno,1.2552671105796638
P3,Drewno,0.82242212962645411
P3,Drewno,1.2904795586561373
P3,Drewno,1.2177653247608786
P3,Duma,1.1319295680116443
P3,Drewno,0.87197277834269271
P3,Ulepszenie,1.431201275336214
P3,Drewno,0.73067801599000204
P3,Drewno,1.3781391801171945
P3,Drewno,0.60466478207094276
P3,Wytrwałość,0.68333023653935421
P3,Drewno,0.85075368523153483
P3,Drewno,1.3871009280466617
P3,Drewno,0.53319474815045687
P3,Punktualność,0.80383629987233574
P3,Drewno,1.3159575273108206
P3,Drewno,0.5258511819740157
P3,Drewno,0.81199600718473863
P3,Odwaga,0.9289561104659223
P3,Drewno,1.4356058866416577
